parent_id,family_id,parent_role,birth_year_demo,baseline_age_at_first_child_demo,country_context_demo,parent_record_created_at_demo
P-001567,FAM-001567,father,1966,34,CONTEXT_B,2026-07-15
M-001567,FAM-001567,mother,1967,33,CONTEXT_A,2026-07-15
P-001568,FAM-001568,father,1973,34,CONTEXT_A,2026-07-15
M-001568,FAM-001568,mother,1971,36,CONTEXT_A,2026-07-15
P-001569,FAM-001569,father,1966,34,CONTEXT_B,2026-07-15
M-001569,FAM-001569,mother,1967,33,CONTEXT_C,2026-07-15
P-001570,FAM-001570,father,1969,33,CONTEXT_A,2026-07-15
M-001570,FAM-001570,mother,1976,26,CONTEXT_A,2026-07-15
P-001571,FAM-001571,father,1966,32,CONTEXT_C,2026-07-15
M-001571,FAM-001571,mother,1967,31,CONTEXT_A,2026-07-15
P-001572,FAM-001572,father,1977,29,CONTEXT_B,2026-07-15
M-001572,FAM-001572,mother,1978,28,CONTEXT_A,2026-07-15
P-001573,FAM-001573,father,1971,32,CONTEXT_B,2026-07-15
M-001573,FAM-001573,mother,1976,27,CONTEXT_A,2026-07-15
P-001574,FAM-001574,father,1969,31,CONTEXT_B,2026-07-15
M-001574,FAM-001574,mother,1968,32,CONTEXT_A,2026-07-15
P-001575,FAM-001575,father,1970,34,CONTEXT_A,2026-07-15
M-001575,FAM-001575,mother,1973,31,CONTEXT_A,2026-07-15
P-001576,FAM-001576,father,1973,32,CONTEXT_B,2026-07-15
M-001576,FAM-001576,mother,1979,26,CONTEXT_A,2026-07-15
P-001577,FAM-001577,father,1969,34,CONTEXT_B,2026-07-15
M-001577,FAM-001577,mother,1974,29,CONTEXT_C,2026-07-15
P-001578,FAM-001578,father,1968,35,CONTEXT_A,2026-07-15
M-001578,FAM-001578,mother,1971,32,CONTEXT_A,2026-07-15
P-001579,FAM-001579,father,1969,33,CONTEXT_B,2026-07-15
M-001579,FAM-001579,mother,1969,33,CONTEXT_A,2026-07-15
P-001580,FAM-001580,father,1985,22,CONTEXT_B,2026-07-15
M-001580,FAM-001580,mother,1983,24,CONTEXT_C,2026-07-15
P-001581,FAM-001581,father,1978,26,CONTEXT_A,2026-07-15
M-001581,FAM-001581,mother,1980,24,CONTEXT_A,2026-07-15
P-001582,FAM-001582,father,1986,21,CONTEXT_B,2026-07-15
M-001582,FAM-001582,mother,1984,23,CONTEXT_A,2026-07-15
P-001583,FAM-001583,father,1964,35,CONTEXT_A,2026-07-15
M-001583,FAM-001583,mother,1969,30,CONTEXT_A,2026-07-15
P-001584,FAM-001584,father,1966,36,CONTEXT_A,2026-07-15
M-001584,FAM-001584,mother,1970,32,CONTEXT_B,2026-07-15
P-001585,FAM-001585,father,1977,31,CONTEXT_B,2026-07-15
M-001585,FAM-001585,mother,1975,33,CONTEXT_A,2026-07-15
P-001586,FAM-001586,father,1972,37,CONTEXT_B,2026-07-15
M-001586,FAM-001586,mother,1974,35,CONTEXT_A,2026-07-15
P-001587,FAM-001587,father,1965,40,CONTEXT_B,2026-07-15
M-001587,FAM-001587,mother,1976,29,CONTEXT_A,2026-07-15
P-001588,FAM-001588,father,1965,34,CONTEXT_A,2026-07-15
M-001588,FAM-001588,mother,1977,22,CONTEXT_C,2026-07-15
P-001589,FAM-001589,father,1977,23,CONTEXT_A,2026-07-15
M-001589,FAM-001589,mother,1980,20,CONTEXT_A,2026-07-15
P-001590,FAM-001590,father,1977,31,CONTEXT_A,2026-07-15
M-001590,FAM-001590,mother,1976,32,CONTEXT_C,2026-07-15
P-001591,FAM-001591,father,1973,29,CONTEXT_A,2026-07-15
M-001591,FAM-001591,mother,1973,29,CONTEXT_A,2026-07-15
P-001592,FAM-001592,father,1969,32,CONTEXT_A,2026-07-15
M-001592,FAM-001592,mother,1971,30,CONTEXT_A,2026-07-15
P-001593,FAM-001593,father,1962,38,CONTEXT_B,2026-07-15
M-001593,FAM-001593,mother,1967,33,CONTEXT_A,2026-07-15
P-001594,FAM-001594,father,1977,27,CONTEXT_A,2026-07-15
M-001594,FAM-001594,mother,1979,25,CONTEXT_A,2026-07-15
P-001595,FAM-001595,father,1971,30,CONTEXT_A,2026-07-15
M-001595,FAM-001595,mother,1970,31,CONTEXT_B,2026-07-15
P-001596,FAM-001596,father,1973,28,CONTEXT_C,2026-07-15
M-001596,FAM-001596,mother,1971,30,CONTEXT_B,2026-07-15
P-001597,FAM-001597,father,1972,35,CONTEXT_A,2026-07-15
M-001597,FAM-001597,mother,1980,27,CONTEXT_A,2026-07-15
P-001598,FAM-001598,father,1974,34,CONTEXT_C,2026-07-15
M-001598,FAM-001598,mother,1976,32,CONTEXT_A,2026-07-15
P-001599,FAM-001599,father,1990,18,CONTEXT_A,2026-07-15
M-001599,FAM-001599,mother,1990,18,CONTEXT_A,2026-07-15
P-001600,FAM-001600,father,1969,35,CONTEXT_B,2026-07-15
M-001600,FAM-001600,mother,1968,36,CONTEXT_B,2026-07-15
P-001601,FAM-001601,father,1977,26,CONTEXT_A,2026-07-15
M-001601,FAM-001601,mother,1975,28,CONTEXT_A,2026-07-15
P-001602,FAM-001602,father,1971,28,CONTEXT_B,2026-07-15
M-001602,FAM-001602,mother,1972,27,CONTEXT_A,2026-07-15
P-001603,FAM-001603,father,1972,33,CONTEXT_A,2026-07-15
M-001603,FAM-001603,mother,1978,27,CONTEXT_A,2026-07-15
P-001604,FAM-001604,father,1972,35,CONTEXT_B,2026-07-15
M-001604,FAM-001604,mother,1975,32,CONTEXT_B,2026-07-15
P-001605,FAM-001605,father,1972,35,CONTEXT_C,2026-07-15
M-001605,FAM-001605,mother,1977,30,CONTEXT_A,2026-07-15
P-001606,FAM-001606,father,1982,18,CONTEXT_B,2026-07-15
M-001606,FAM-001606,mother,1978,22,CONTEXT_C,2026-07-15
P-001607,FAM-001607,father,1957,42,CONTEXT_B,2026-07-15
M-001607,FAM-001607,mother,1967,32,CONTEXT_A,2026-07-15
P-001608,FAM-001608,father,1971,35,CONTEXT_A,2026-07-15
M-001608,FAM-001608,mother,1975,31,CONTEXT_A,2026-07-15
P-001609,FAM-001609,father,1974,30,CONTEXT_A,2026-07-15
M-001609,FAM-001609,mother,1978,26,CONTEXT_C,2026-07-15
P-001610,FAM-001610,father,1971,34,CONTEXT_A,2026-07-15
M-001610,FAM-001610,mother,1975,30,CONTEXT_A,2026-07-15
P-001611,FAM-001611,father,1971,28,CONTEXT_B,2026-07-15
M-001611,FAM-001611,mother,1971,28,CONTEXT_C,2026-07-15
P-001612,FAM-001612,father,1966,34,CONTEXT_A,2026-07-15
M-001612,FAM-001612,mother,1968,32,CONTEXT_B,2026-07-15
P-001613,FAM-001613,father,1969,32,CONTEXT_A,2026-07-15
M-001613,FAM-001613,mother,1968,33,CONTEXT_A,2026-07-15
P-001614,FAM-001614,father,1977,23,CONTEXT_A,2026-07-15
M-001614,FAM-001614,mother,1972,28,CONTEXT_A,2026-07-15
P-001615,FAM-001615,father,1967,32,CONTEXT_B,2026-07-15
M-001615,FAM-001615,mother,1968,31,CONTEXT_A,2026-07-15
P-001616,FAM-001616,father,1975,28,CONTEXT_A,2026-07-15
M-001616,FAM-001616,mother,1978,25,CONTEXT_A,2026-07-15
P-001617,FAM-001617,father,1967,37,CONTEXT_B,2026-07-15
M-001617,FAM-001617,mother,1963,41,CONTEXT_A,2026-07-15
P-001618,FAM-001618,father,1976,28,CONTEXT_A,2026-07-15
M-001618,FAM-001618,mother,1981,23,CONTEXT_C,2026-07-15
P-001619,FAM-001619,father,1978,25,CONTEXT_B,2026-07-15
M-001619,FAM-001619,mother,1981,22,CONTEXT_B,2026-07-15
P-001620,FAM-001620,father,1965,36,CONTEXT_B,2026-07-15
M-001620,FAM-001620,mother,1963,38,CONTEXT_A,2026-07-15
P-001621,FAM-001621,father,1962,36,CONTEXT_A,2026-07-15
M-001621,FAM-001621,mother,1961,37,CONTEXT_A,2026-07-15
P-001622,FAM-001622,father,1972,30,CONTEXT_B,2026-07-15
M-001622,FAM-001622,mother,1971,31,CONTEXT_C,2026-07-15
P-001623,FAM-001623,father,1984,23,CONTEXT_A,2026-07-15
M-001623,FAM-001623,mother,1981,26,CONTEXT_B,2026-07-15
P-001624,FAM-001624,father,1963,41,CONTEXT_A,2026-07-15
M-001624,FAM-001624,mother,1972,32,CONTEXT_A,2026-07-15
P-001625,FAM-001625,father,1978,24,CONTEXT_A,2026-07-15
M-001625,FAM-001625,mother,1978,24,CONTEXT_A,2026-07-15
P-001626,FAM-001626,father,1972,34,CONTEXT_B,2026-07-15
M-001626,FAM-001626,mother,1979,27,CONTEXT_A,2026-07-15
P-001627,FAM-001627,father,1980,26,CONTEXT_B,2026-07-15
M-001627,FAM-001627,mother,1979,27,CONTEXT_A,2026-07-15
P-001628,FAM-001628,father,1968,39,CONTEXT_B,2026-07-15
M-001628,FAM-001628,mother,1971,36,CONTEXT_C,2026-07-15
P-001629,FAM-001629,father,1974,28,CONTEXT_A,2026-07-15
M-001629,FAM-001629,mother,1973,29,CONTEXT_A,2026-07-15
P-001630,FAM-001630,father,1972,30,CONTEXT_A,2026-07-15
M-001630,FAM-001630,mother,1971,31,CONTEXT_A,2026-07-15
P-001631,FAM-001631,father,1979,23,CONTEXT_A,2026-07-15
M-001631,FAM-001631,mother,1974,28,CONTEXT_A,2026-07-15
P-001632,FAM-001632,father,1973,34,CONTEXT_B,2026-07-15
M-001632,FAM-001632,mother,1973,34,CONTEXT_A,2026-07-15
P-001633,FAM-001633,father,1979,29,CONTEXT_B,2026-07-15
M-001633,FAM-001633,mother,1979,29,CONTEXT_A,2026-07-15
P-001634,FAM-001634,father,1969,29,CONTEXT_A,2026-07-15
M-001634,FAM-001634,mother,1970,28,CONTEXT_B,2026-07-15
P-001635,FAM-001635,father,1968,35,CONTEXT_B,2026-07-15
M-001635,FAM-001635,mother,1969,34,CONTEXT_C,2026-07-15
P-001636,FAM-001636,father,1974,24,CONTEXT_A,2026-07-15
M-001636,FAM-001636,mother,1972,26,CONTEXT_A,2026-07-15
P-001637,FAM-001637,father,1968,31,CONTEXT_C,2026-07-15
M-001637,FAM-001637,mother,1968,31,CONTEXT_B,2026-07-15
P-001638,FAM-001638,father,1982,22,CONTEXT_C,2026-07-15
M-001638,FAM-001638,mother,1986,18,CONTEXT_B,2026-07-15
P-001639,FAM-001639,father,1969,29,CONTEXT_C,2026-07-15
M-001639,FAM-001639,mother,1974,24,CONTEXT_C,2026-07-15
P-001640,FAM-001640,father,1966,40,CONTEXT_A,2026-07-15
M-001640,FAM-001640,mother,1974,32,CONTEXT_A,2026-07-15
P-001641,FAM-001641,father,1975,27,CONTEXT_A,2026-07-15
M-001641,FAM-001641,mother,1969,33,CONTEXT_A,2026-07-15
P-001642,FAM-001642,father,1983,22,CONTEXT_A,2026-07-15
M-001642,FAM-001642,mother,1984,21,CONTEXT_B,2026-07-15
P-001643,FAM-001643,father,1969,37,CONTEXT_A,2026-07-15
M-001643,FAM-001643,mother,1971,35,CONTEXT_C,2026-07-15
P-001644,FAM-001644,father,1973,31,CONTEXT_A,2026-07-15
M-001644,FAM-001644,mother,1981,23,CONTEXT_A,2026-07-15
P-001645,FAM-001645,father,1979,20,CONTEXT_A,2026-07-15
M-001645,FAM-001645,mother,1980,19,CONTEXT_A,2026-07-15
P-001646,FAM-001646,father,1961,38,CONTEXT_C,2026-07-15
M-001646,FAM-001646,mother,1962,37,CONTEXT_C,2026-07-15
P-001647,FAM-001647,father,1959,43,CONTEXT_B,2026-07-15
M-001647,FAM-001647,mother,1962,40,CONTEXT_B,2026-07-15
P-001648,FAM-001648,father,1969,31,CONTEXT_B,2026-07-15
M-001648,FAM-001648,mother,1971,29,CONTEXT_B,2026-07-15
P-001649,FAM-001649,father,1971,29,CONTEXT_A,2026-07-15
M-001649,FAM-001649,mother,1966,34,CONTEXT_A,2026-07-15
P-001650,FAM-001650,father,1981,25,CONTEXT_A,2026-07-15
M-001650,FAM-001650,mother,1977,29,CONTEXT_A,2026-07-15
P-001651,FAM-001651,father,1983,18,CONTEXT_A,2026-07-15
M-001651,FAM-001651,mother,1981,20,CONTEXT_B,2026-07-15
P-001652,FAM-001652,father,1970,37,CONTEXT_A,2026-07-15
M-001652,FAM-001652,mother,1974,33,CONTEXT_B,2026-07-15
P-001653,FAM-001653,father,1967,31,CONTEXT_A,2026-07-15
M-001653,FAM-001653,mother,1971,27,CONTEXT_B,2026-07-15
P-001654,FAM-001654,father,1982,21,CONTEXT_C,2026-07-15
M-001654,FAM-001654,mother,1982,21,CONTEXT_B,2026-07-15
P-001655,FAM-001655,father,1982,21,CONTEXT_A,2026-07-15
M-001655,FAM-001655,mother,1985,18,CONTEXT_A,2026-07-15
P-001656,FAM-001656,father,1977,23,CONTEXT_A,2026-07-15
M-001656,FAM-001656,mother,1974,26,CONTEXT_B,2026-07-15
P-001657,FAM-001657,father,1979,29,CONTEXT_A,2026-07-15
M-001657,FAM-001657,mother,1981,27,CONTEXT_B,2026-07-15
P-001658,FAM-001658,father,1969,32,CONTEXT_A,2026-07-15
M-001658,FAM-001658,mother,1972,29,CONTEXT_B,2026-07-15
P-001659,FAM-001659,father,1971,29,CONTEXT_A,2026-07-15
M-001659,FAM-001659,mother,1968,32,CONTEXT_A,2026-07-15
P-001660,FAM-001660,father,1973,35,CONTEXT_A,2026-07-15
M-001660,FAM-001660,mother,1977,31,CONTEXT_C,2026-07-15
P-001661,FAM-001661,father,1984,23,CONTEXT_B,2026-07-15
M-001661,FAM-001661,mother,1980,27,CONTEXT_C,2026-07-15
P-001662,FAM-001662,father,1976,25,CONTEXT_A,2026-07-15
M-001662,FAM-001662,mother,1978,23,CONTEXT_B,2026-07-15
P-001663,FAM-001663,father,1967,41,CONTEXT_A,2026-07-15
M-001663,FAM-001663,mother,1972,36,CONTEXT_A,2026-07-15
P-001664,FAM-001664,father,1964,42,CONTEXT_C,2026-07-15
M-001664,FAM-001664,mother,1974,32,CONTEXT_A,2026-07-15
P-001665,FAM-001665,father,1977,24,CONTEXT_B,2026-07-15
M-001665,FAM-001665,mother,1983,18,CONTEXT_A,2026-07-15
P-001666,FAM-001666,father,1970,30,CONTEXT_A,2026-07-15
M-001666,FAM-001666,mother,1968,32,CONTEXT_A,2026-07-15
P-001667,FAM-001667,father,1964,34,CONTEXT_A,2026-07-15
M-001667,FAM-001667,mother,1959,39,CONTEXT_C,2026-07-15
P-001668,FAM-001668,father,1975,30,CONTEXT_A,2026-07-15
M-001668,FAM-001668,mother,1974,31,CONTEXT_B,2026-07-15
P-001669,FAM-001669,father,1967,33,CONTEXT_A,2026-07-15
M-001669,FAM-001669,mother,1965,35,CONTEXT_A,2026-07-15
P-001670,FAM-001670,father,1979,29,CONTEXT_A,2026-07-15
M-001670,FAM-001670,mother,1982,26,CONTEXT_A,2026-07-15
P-001671,FAM-001671,father,1970,38,CONTEXT_A,2026-07-15
M-001671,FAM-001671,mother,1974,34,CONTEXT_C,2026-07-15
P-001672,FAM-001672,father,1971,34,CONTEXT_B,2026-07-15
M-001672,FAM-001672,mother,1974,31,CONTEXT_B,2026-07-15
P-001673,FAM-001673,father,1978,25,CONTEXT_A,2026-07-15
M-001673,FAM-001673,mother,1979,24,CONTEXT_B,2026-07-15
P-001674,FAM-001674,father,1964,34,CONTEXT_C,2026-07-15
M-001674,FAM-001674,mother,1967,31,CONTEXT_A,2026-07-15
P-001675,FAM-001675,father,1983,24,CONTEXT_A,2026-07-15
M-001675,FAM-001675,mother,1983,24,CONTEXT_A,2026-07-15
P-001676,FAM-001676,father,1965,33,CONTEXT_C,2026-07-15
M-001676,FAM-001676,mother,1967,31,CONTEXT_C,2026-07-15
P-001677,FAM-001677,father,1975,26,CONTEXT_A,2026-07-15
M-001677,FAM-001677,mother,1975,26,CONTEXT_A,2026-07-15
P-001678,FAM-001678,father,1977,30,CONTEXT_C,2026-07-15
M-001678,FAM-001678,mother,1977,30,CONTEXT_C,2026-07-15
P-001679,FAM-001679,father,1966,41,CONTEXT_A,2026-07-15
M-001679,FAM-001679,mother,1972,35,CONTEXT_A,2026-07-15
P-001680,FAM-001680,father,1961,39,CONTEXT_B,2026-07-15
M-001680,FAM-001680,mother,1967,33,CONTEXT_C,2026-07-15
P-001681,FAM-001681,father,1973,24,CONTEXT_A,2026-07-15
M-001681,FAM-001681,mother,1973,24,CONTEXT_A,2026-07-15
P-001682,FAM-001682,father,1974,28,CONTEXT_B,2026-07-15
M-001682,FAM-001682,mother,1978,24,CONTEXT_C,2026-07-15
P-001683,FAM-001683,father,1976,27,CONTEXT_A,2026-07-15
M-001683,FAM-001683,mother,1976,27,CONTEXT_C,2026-07-15
P-001684,FAM-001684,father,1974,32,CONTEXT_A,2026-07-15
M-001684,FAM-001684,mother,1979,27,CONTEXT_A,2026-07-15
P-001685,FAM-001685,father,1987,22,CONTEXT_A,2026-07-15
M-001685,FAM-001685,mother,1984,25,CONTEXT_C,2026-07-15
P-001686,FAM-001686,father,1979,28,CONTEXT_A,2026-07-15
M-001686,FAM-001686,mother,1980,27,CONTEXT_A,2026-07-15
P-001687,FAM-001687,father,1971,30,CONTEXT_A,2026-07-15
M-001687,FAM-001687,mother,1975,26,CONTEXT_A,2026-07-15
P-001688,FAM-001688,father,1960,38,CONTEXT_B,2026-07-15
M-001688,FAM-001688,mother,1963,35,CONTEXT_A,2026-07-15
P-001689,FAM-001689,father,1980,21,CONTEXT_A,2026-07-15
M-001689,FAM-001689,mother,1980,21,CONTEXT_A,2026-07-15
P-001690,FAM-001690,father,1970,36,CONTEXT_B,2026-07-15
M-001690,FAM-001690,mother,1969,37,CONTEXT_A,2026-07-15
P-001691,FAM-001691,father,1982,25,CONTEXT_A,2026-07-15
M-001691,FAM-001691,mother,1982,25,CONTEXT_A,2026-07-15
P-001692,FAM-001692,father,1970,37,CONTEXT_A,2026-07-15
M-001692,FAM-001692,mother,1975,32,CONTEXT_B,2026-07-15
P-001693,FAM-001693,father,1975,26,CONTEXT_A,2026-07-15
M-001693,FAM-001693,mother,1975,26,CONTEXT_B,2026-07-15
P-001694,FAM-001694,father,1974,27,CONTEXT_A,2026-07-15
M-001694,FAM-001694,mother,1976,25,CONTEXT_A,2026-07-15
P-001695,FAM-001695,father,1973,26,CONTEXT_A,2026-07-15
M-001695,FAM-001695,mother,1973,26,CONTEXT_A,2026-07-15
P-001696,FAM-001696,father,1968,36,CONTEXT_A,2026-07-15
M-001696,FAM-001696,mother,1969,35,CONTEXT_B,2026-07-15
P-001697,FAM-001697,father,1977,30,CONTEXT_B,2026-07-15
M-001697,FAM-001697,mother,1976,31,CONTEXT_A,2026-07-15
P-001698,FAM-001698,father,1972,35,CONTEXT_A,2026-07-15
M-001698,FAM-001698,mother,1975,32,CONTEXT_B,2026-07-15
P-001699,FAM-001699,father,1977,24,CONTEXT_C,2026-07-15
M-001699,FAM-001699,mother,1977,24,CONTEXT_A,2026-07-15
P-001700,FAM-001700,father,1959,45,CONTEXT_C,2026-07-15
M-001700,FAM-001700,mother,1966,38,CONTEXT_C,2026-07-15
P-001701,FAM-001701,father,1977,29,CONTEXT_A,2026-07-15
M-001701,FAM-001701,mother,1981,25,CONTEXT_A,2026-07-15
P-001702,FAM-001702,father,1961,37,CONTEXT_B,2026-07-15
M-001702,FAM-001702,mother,1968,30,CONTEXT_A,2026-07-15
P-001703,FAM-001703,father,1965,35,CONTEXT_A,2026-07-15
M-001703,FAM-001703,mother,1967,33,CONTEXT_A,2026-07-15
P-001704,FAM-001704,father,1972,32,CONTEXT_A,2026-07-15
M-001704,FAM-001704,mother,1977,27,CONTEXT_A,2026-07-15
P-001705,FAM-001705,father,1965,32,CONTEXT_A,2026-07-15
M-001705,FAM-001705,mother,1968,29,CONTEXT_A,2026-07-15
P-001706,FAM-001706,father,1973,31,CONTEXT_A,2026-07-15
M-001706,FAM-001706,mother,1973,31,CONTEXT_B,2026-07-15
P-001707,FAM-001707,father,1966,32,CONTEXT_B,2026-07-15
M-001707,FAM-001707,mother,1970,28,CONTEXT_A,2026-07-15
P-001708,FAM-001708,father,1972,33,CONTEXT_A,2026-07-15
M-001708,FAM-001708,mother,1971,34,CONTEXT_A,2026-07-15
P-001709,FAM-001709,father,1962,39,CONTEXT_A,2026-07-15
M-001709,FAM-001709,mother,1962,39,CONTEXT_A,2026-07-15
P-001710,FAM-001710,father,1961,37,CONTEXT_A,2026-07-15
M-001710,FAM-001710,mother,1971,27,CONTEXT_B,2026-07-15
P-001711,FAM-001711,father,1966,37,CONTEXT_B,2026-07-15
M-001711,FAM-001711,mother,1969,34,CONTEXT_A,2026-07-15
P-001712,FAM-001712,father,1975,31,CONTEXT_A,2026-07-15
M-001712,FAM-001712,mother,1978,28,CONTEXT_A,2026-07-15
P-001713,FAM-001713,father,1975,33,CONTEXT_A,2026-07-15
M-001713,FAM-001713,mother,1972,36,CONTEXT_A,2026-07-15
P-001714,FAM-001714,father,1976,22,CONTEXT_C,2026-07-15
M-001714,FAM-001714,mother,1974,24,CONTEXT_A,2026-07-15
P-001715,FAM-001715,father,1970,31,CONTEXT_B,2026-07-15
M-001715,FAM-001715,mother,1975,26,CONTEXT_A,2026-07-15
P-001716,FAM-001716,father,1961,39,CONTEXT_A,2026-07-15
M-001716,FAM-001716,mother,1963,37,CONTEXT_A,2026-07-15
P-001717,FAM-001717,father,1964,33,CONTEXT_A,2026-07-15
M-001717,FAM-001717,mother,1965,32,CONTEXT_A,2026-07-15
P-001718,FAM-001718,father,1968,33,CONTEXT_A,2026-07-15
M-001718,FAM-001718,mother,1974,27,CONTEXT_A,2026-07-15
P-001719,FAM-001719,father,1961,41,CONTEXT_A,2026-07-15
M-001719,FAM-001719,mother,1968,34,CONTEXT_B,2026-07-15
P-001720,FAM-001720,father,1979,26,CONTEXT_A,2026-07-15
M-001720,FAM-001720,mother,1981,24,CONTEXT_A,2026-07-15
P-001721,FAM-001721,father,1983,18,CONTEXT_A,2026-07-15
M-001721,FAM-001721,mother,1981,20,CONTEXT_C,2026-07-15
P-001722,FAM-001722,father,1973,31,CONTEXT_A,2026-07-15
M-001722,FAM-001722,mother,1979,25,CONTEXT_A,2026-07-15
P-001723,FAM-001723,father,1963,37,CONTEXT_A,2026-07-15
M-001723,FAM-001723,mother,1969,31,CONTEXT_A,2026-07-15
P-001724,FAM-001724,father,1981,25,CONTEXT_A,2026-07-15
M-001724,FAM-001724,mother,1987,19,CONTEXT_A,2026-07-15
P-001725,FAM-001725,father,1970,38,CONTEXT_B,2026-07-15
M-001725,FAM-001725,mother,1970,38,CONTEXT_A,2026-07-15
P-001726,FAM-001726,father,1968,34,CONTEXT_A,2026-07-15
M-001726,FAM-001726,mother,1973,29,CONTEXT_C,2026-07-15
P-001727,FAM-001727,father,1952,46,CONTEXT_A,2026-07-15
M-001727,FAM-001727,mother,1954,44,CONTEXT_C,2026-07-15
P-001728,FAM-001728,father,1985,23,CONTEXT_A,2026-07-15
M-001728,FAM-001728,mother,1986,22,CONTEXT_A,2026-07-15
P-001729,FAM-001729,father,1980,26,CONTEXT_A,2026-07-15
M-001729,FAM-001729,mother,1977,29,CONTEXT_C,2026-07-15
P-001730,FAM-001730,father,1987,18,CONTEXT_B,2026-07-15
M-001730,FAM-001730,mother,1980,25,CONTEXT_C,2026-07-15
P-001731,FAM-001731,father,1985,21,CONTEXT_A,2026-07-15
M-001731,FAM-001731,mother,1983,23,CONTEXT_B,2026-07-15
P-001732,FAM-001732,father,1976,29,CONTEXT_B,2026-07-15
M-001732,FAM-001732,mother,1978,27,CONTEXT_B,2026-07-15
P-001733,FAM-001733,father,1969,37,CONTEXT_C,2026-07-15
M-001733,FAM-001733,mother,1976,30,CONTEXT_A,2026-07-15
P-001734,FAM-001734,father,1963,41,CONTEXT_A,2026-07-15
M-001734,FAM-001734,mother,1971,33,CONTEXT_A,2026-07-15
P-001735,FAM-001735,father,1975,29,CONTEXT_A,2026-07-15
M-001735,FAM-001735,mother,1976,28,CONTEXT_B,2026-07-15
P-001736,FAM-001736,father,1986,21,CONTEXT_A,2026-07-15
M-001736,FAM-001736,mother,1984,23,CONTEXT_A,2026-07-15
P-001737,FAM-001737,father,1982,22,CONTEXT_A,2026-07-15
M-001737,FAM-001737,mother,1981,23,CONTEXT_A,2026-07-15
P-001738,FAM-001738,father,1972,34,CONTEXT_A,2026-07-15
M-001738,FAM-001738,mother,1972,34,CONTEXT_C,2026-07-15
P-001739,FAM-001739,father,1981,22,CONTEXT_A,2026-07-15
M-001739,FAM-001739,mother,1984,19,CONTEXT_A,2026-07-15
P-001740,FAM-001740,father,1966,37,CONTEXT_B,2026-07-15
M-001740,FAM-001740,mother,1969,34,CONTEXT_A,2026-07-15
P-001741,FAM-001741,father,1975,24,CONTEXT_C,2026-07-15
M-001741,FAM-001741,mother,1975,24,CONTEXT_A,2026-07-15
P-001742,FAM-001742,father,1977,22,CONTEXT_A,2026-07-15
M-001742,FAM-001742,mother,1972,27,CONTEXT_A,2026-07-15
P-001743,FAM-001743,father,1967,34,CONTEXT_A,2026-07-15
M-001743,FAM-001743,mother,1974,27,CONTEXT_A,2026-07-15
P-001744,FAM-001744,father,1966,33,CONTEXT_A,2026-07-15
M-001744,FAM-001744,mother,1968,31,CONTEXT_A,2026-07-15
P-001745,FAM-001745,father,1967,39,CONTEXT_A,2026-07-15
M-001745,FAM-001745,mother,1975,31,CONTEXT_B,2026-07-15
P-001746,FAM-001746,father,1970,27,CONTEXT_A,2026-07-15
M-001746,FAM-001746,mother,1972,25,CONTEXT_B,2026-07-15
P-001747,FAM-001747,father,1970,33,CONTEXT_A,2026-07-15
M-001747,FAM-001747,mother,1974,29,CONTEXT_A,2026-07-15
P-001748,FAM-001748,father,1969,35,CONTEXT_A,2026-07-15
M-001748,FAM-001748,mother,1966,38,CONTEXT_A,2026-07-15
P-001749,FAM-001749,father,1970,31,CONTEXT_B,2026-07-15
M-001749,FAM-001749,mother,1972,29,CONTEXT_A,2026-07-15
P-001750,FAM-001750,father,1977,29,CONTEXT_A,2026-07-15
M-001750,FAM-001750,mother,1978,28,CONTEXT_A,2026-07-15
P-001751,FAM-001751,father,1965,38,CONTEXT_B,2026-07-15
M-001751,FAM-001751,mother,1969,34,CONTEXT_C,2026-07-15
P-001752,FAM-001752,father,1967,33,CONTEXT_C,2026-07-15
M-001752,FAM-001752,mother,1968,32,CONTEXT_A,2026-07-15
P-001753,FAM-001753,father,1979,20,CONTEXT_C,2026-07-15
M-001753,FAM-001753,mother,1976,23,CONTEXT_A,2026-07-15
P-001754,FAM-001754,father,1972,26,CONTEXT_B,2026-07-15
M-001754,FAM-001754,mother,1973,25,CONTEXT_B,2026-07-15
P-001755,FAM-001755,father,1977,28,CONTEXT_A,2026-07-15
M-001755,FAM-001755,mother,1980,25,CONTEXT_B,2026-07-15
P-001756,FAM-001756,father,1971,29,CONTEXT_C,2026-07-15
M-001756,FAM-001756,mother,1973,27,CONTEXT_C,2026-07-15
P-001757,FAM-001757,father,1981,20,CONTEXT_A,2026-07-15
M-001757,FAM-001757,mother,1975,26,CONTEXT_A,2026-07-15
P-001758,FAM-001758,father,1959,47,CONTEXT_A,2026-07-15
M-001758,FAM-001758,mother,1965,41,CONTEXT_C,2026-07-15
P-001759,FAM-001759,father,1976,22,CONTEXT_B,2026-07-15
M-001759,FAM-001759,mother,1974,24,CONTEXT_B,2026-07-15
P-001760,FAM-001760,father,1964,36,CONTEXT_A,2026-07-15
M-001760,FAM-001760,mother,1972,28,CONTEXT_C,2026-07-15
P-001761,FAM-001761,father,1966,36,CONTEXT_A,2026-07-15
M-001761,FAM-001761,mother,1969,33,CONTEXT_A,2026-07-15
P-001762,FAM-001762,father,1973,30,CONTEXT_A,2026-07-15
M-001762,FAM-001762,mother,1973,30,CONTEXT_A,2026-07-15
