family_id,region_code,area_context,socioeconomic_quintile_demo,protective_context_score_demo,family_created_at_demo
FAM-001253,REGION_B,regional_demo,4,5.692,2026-07-15
FAM-001254,REGION_A,metropolitan_demo,3,7.634,2026-07-15
FAM-001255,REGION_A,metropolitan_demo,5,7.108,2026-07-15
FAM-001256,REGION_A,metropolitan_demo,4,5.508,2026-07-15
FAM-001257,REGION_A,metropolitan_demo,2,5.05,2026-07-15
FAM-001258,REGION_C,remote_demo,4,4.356,2026-07-15
FAM-001259,REGION_B,regional_demo,4,6.021,2026-07-15
FAM-001260,REGION_B,regional_demo,5,5.71,2026-07-15
FAM-001261,REGION_B,regional_demo,2,8.88,2026-07-15
FAM-001262,REGION_A,metropolitan_demo,3,5.126,2026-07-15
FAM-001263,REGION_C,remote_demo,4,3.811,2026-07-15
FAM-001264,REGION_C,remote_demo,2,6.448,2026-07-15
FAM-001265,REGION_C,remote_demo,1,5.699,2026-07-15
FAM-001266,REGION_B,regional_demo,4,6.915,2026-07-15
FAM-001267,REGION_A,metropolitan_demo,2,3.514,2026-07-15
FAM-001268,REGION_C,remote_demo,3,4.752,2026-07-15
FAM-001269,REGION_B,regional_demo,1,0.221,2026-07-15
FAM-001270,REGION_A,metropolitan_demo,4,6.359,2026-07-15
FAM-001271,REGION_C,remote_demo,5,5.844,2026-07-15
FAM-001272,REGION_A,metropolitan_demo,4,7.757,2026-07-15
FAM-001273,REGION_A,metropolitan_demo,3,6.448,2026-07-15
FAM-001274,REGION_A,metropolitan_demo,3,7.879,2026-07-15
FAM-001275,REGION_A,metropolitan_demo,4,6.161,2026-07-15
FAM-001276,REGION_A,metropolitan_demo,3,7.891,2026-07-15
FAM-001277,REGION_B,regional_demo,1,4.477,2026-07-15
FAM-001278,REGION_B,regional_demo,5,8.789,2026-07-15
FAM-001279,REGION_B,regional_demo,3,2.66,2026-07-15
FAM-001280,REGION_A,metropolitan_demo,4,5.987,2026-07-15
FAM-001281,REGION_A,metropolitan_demo,3,5.278,2026-07-15
FAM-001282,REGION_A,metropolitan_demo,5,3.42,2026-07-15
FAM-001283,REGION_C,remote_demo,4,5.88,2026-07-15
FAM-001284,REGION_B,regional_demo,3,5.505,2026-07-15
FAM-001285,REGION_B,regional_demo,5,7.041,2026-07-15
FAM-001286,REGION_A,metropolitan_demo,1,6.751,2026-07-15
FAM-001287,REGION_A,metropolitan_demo,4,3.479,2026-07-15
FAM-001288,REGION_C,remote_demo,5,9.263,2026-07-15
FAM-001289,REGION_A,metropolitan_demo,2,2.266,2026-07-15
FAM-001290,REGION_A,metropolitan_demo,3,4.715,2026-07-15
FAM-001291,REGION_A,metropolitan_demo,3,6.899,2026-07-15
FAM-001292,REGION_A,metropolitan_demo,1,3.756,2026-07-15
FAM-001293,REGION_A,metropolitan_demo,5,4.989,2026-07-15
FAM-001294,REGION_A,metropolitan_demo,4,7.548,2026-07-15
FAM-001295,REGION_A,metropolitan_demo,3,6.12,2026-07-15
FAM-001296,REGION_B,regional_demo,3,4.619,2026-07-15
FAM-001297,REGION_C,remote_demo,2,3.394,2026-07-15
FAM-001298,REGION_C,remote_demo,1,6.947,2026-07-15
FAM-001299,REGION_C,remote_demo,4,9.063,2026-07-15
FAM-001300,REGION_B,regional_demo,5,2.197,2026-07-15
FAM-001301,REGION_C,remote_demo,3,7.193,2026-07-15
FAM-001302,REGION_B,regional_demo,4,6.454,2026-07-15
FAM-001303,REGION_B,regional_demo,3,5.98,2026-07-15
FAM-001304,REGION_B,regional_demo,3,6.192,2026-07-15
FAM-001305,REGION_C,remote_demo,2,4.116,2026-07-15
FAM-001306,REGION_A,metropolitan_demo,2,7.218,2026-07-15
FAM-001307,REGION_B,regional_demo,2,4.102,2026-07-15
FAM-001308,REGION_B,regional_demo,3,5.428,2026-07-15
FAM-001309,REGION_B,regional_demo,2,5.213,2026-07-15
FAM-001310,REGION_A,metropolitan_demo,4,6.523,2026-07-15
FAM-001311,REGION_A,metropolitan_demo,3,2.396,2026-07-15
FAM-001312,REGION_A,metropolitan_demo,2,2.281,2026-07-15
FAM-001313,REGION_A,metropolitan_demo,3,6.509,2026-07-15
FAM-001314,REGION_A,metropolitan_demo,2,5.528,2026-07-15
FAM-001315,REGION_A,metropolitan_demo,3,4.045,2026-07-15
FAM-001316,REGION_C,remote_demo,2,5.955,2026-07-15
FAM-001317,REGION_A,metropolitan_demo,5,5.141,2026-07-15
FAM-001318,REGION_B,regional_demo,4,6.104,2026-07-15
FAM-001319,REGION_B,regional_demo,5,5.019,2026-07-15
FAM-001320,REGION_A,metropolitan_demo,3,6.148,2026-07-15
FAM-001321,REGION_A,metropolitan_demo,3,6.632,2026-07-15
FAM-001322,REGION_B,regional_demo,3,4.773,2026-07-15
FAM-001323,REGION_A,metropolitan_demo,1,5.569,2026-07-15
FAM-001324,REGION_B,regional_demo,2,5.619,2026-07-15
FAM-001325,REGION_A,metropolitan_demo,4,6.205,2026-07-15
FAM-001326,REGION_A,metropolitan_demo,5,8.542,2026-07-15
FAM-001327,REGION_A,metropolitan_demo,3,5.473,2026-07-15
FAM-001328,REGION_A,metropolitan_demo,3,4.794,2026-07-15
FAM-001329,REGION_C,remote_demo,2,3.382,2026-07-15
FAM-001330,REGION_B,regional_demo,3,7.132,2026-07-15
FAM-001331,REGION_C,remote_demo,5,6.144,2026-07-15
FAM-001332,REGION_C,remote_demo,4,7.254,2026-07-15
FAM-001333,REGION_C,remote_demo,3,4.678,2026-07-15
FAM-001334,REGION_A,metropolitan_demo,3,8.263,2026-07-15
FAM-001335,REGION_B,regional_demo,4,7.663,2026-07-15
FAM-001336,REGION_C,remote_demo,3,7.156,2026-07-15
FAM-001337,REGION_C,remote_demo,3,5.284,2026-07-15
FAM-001338,REGION_B,regional_demo,3,4.563,2026-07-15
FAM-001339,REGION_B,regional_demo,1,5.292,2026-07-15
FAM-001340,REGION_A,metropolitan_demo,4,2.653,2026-07-15
FAM-001341,REGION_B,regional_demo,1,5.946,2026-07-15
FAM-001342,REGION_B,regional_demo,4,6.082,2026-07-15
FAM-001343,REGION_A,metropolitan_demo,5,8.997,2026-07-15
FAM-001344,REGION_C,remote_demo,4,6.918,2026-07-15
FAM-001345,REGION_A,metropolitan_demo,2,5.43,2026-07-15
FAM-001346,REGION_B,regional_demo,4,6.533,2026-07-15
FAM-001347,REGION_B,regional_demo,2,5.899,2026-07-15
FAM-001348,REGION_B,regional_demo,2,5.57,2026-07-15
FAM-001349,REGION_B,regional_demo,1,5.182,2026-07-15
FAM-001350,REGION_A,metropolitan_demo,2,4.787,2026-07-15
FAM-001351,REGION_A,metropolitan_demo,5,4.701,2026-07-15
FAM-001352,REGION_A,metropolitan_demo,3,6.576,2026-07-15
FAM-001353,REGION_A,metropolitan_demo,4,7.007,2026-07-15
FAM-001354,REGION_A,metropolitan_demo,5,6.103,2026-07-15
FAM-001355,REGION_A,metropolitan_demo,3,5.047,2026-07-15
FAM-001356,REGION_B,regional_demo,2,2.952,2026-07-15
FAM-001357,REGION_A,metropolitan_demo,3,6.274,2026-07-15
FAM-001358,REGION_B,regional_demo,5,7.35,2026-07-15
FAM-001359,REGION_C,remote_demo,3,3.729,2026-07-15
FAM-001360,REGION_A,metropolitan_demo,3,5.044,2026-07-15
FAM-001361,REGION_C,remote_demo,3,4.436,2026-07-15
FAM-001362,REGION_A,metropolitan_demo,3,5.968,2026-07-15
FAM-001363,REGION_A,metropolitan_demo,5,9.081,2026-07-15
FAM-001364,REGION_A,metropolitan_demo,5,8.473,2026-07-15
FAM-001365,REGION_A,metropolitan_demo,2,4.192,2026-07-15
FAM-001366,REGION_B,regional_demo,2,6.814,2026-07-15
FAM-001367,REGION_A,metropolitan_demo,3,4.176,2026-07-15
FAM-001368,REGION_B,regional_demo,4,4.837,2026-07-15
FAM-001369,REGION_B,regional_demo,4,8.046,2026-07-15
FAM-001370,REGION_A,metropolitan_demo,4,6.124,2026-07-15
FAM-001371,REGION_B,regional_demo,3,7.167,2026-07-15
FAM-001372,REGION_C,remote_demo,4,4.072,2026-07-15
FAM-001373,REGION_A,metropolitan_demo,2,7.171,2026-07-15
FAM-001374,REGION_C,remote_demo,3,4.773,2026-07-15
FAM-001375,REGION_B,regional_demo,3,4.564,2026-07-15
FAM-001376,REGION_A,metropolitan_demo,3,3.938,2026-07-15
FAM-001377,REGION_A,metropolitan_demo,3,6.454,2026-07-15
FAM-001378,REGION_A,metropolitan_demo,3,4.488,2026-07-15
FAM-001379,REGION_A,metropolitan_demo,1,6.42,2026-07-15
FAM-001380,REGION_A,metropolitan_demo,2,4.307,2026-07-15
FAM-001381,REGION_A,metropolitan_demo,2,4.003,2026-07-15
FAM-001382,REGION_C,remote_demo,1,6.214,2026-07-15
FAM-001383,REGION_B,regional_demo,3,4.494,2026-07-15
FAM-001384,REGION_C,remote_demo,2,4.768,2026-07-15
FAM-001385,REGION_A,metropolitan_demo,5,8.706,2026-07-15
FAM-001386,REGION_C,remote_demo,4,7.484,2026-07-15
FAM-001387,REGION_A,metropolitan_demo,3,8.225,2026-07-15
FAM-001388,REGION_B,regional_demo,3,5.459,2026-07-15
FAM-001389,REGION_A,metropolitan_demo,3,6.015,2026-07-15
FAM-001390,REGION_B,regional_demo,5,7.052,2026-07-15
FAM-001391,REGION_A,metropolitan_demo,3,8.553,2026-07-15
FAM-001392,REGION_B,regional_demo,4,6.057,2026-07-15
FAM-001393,REGION_B,regional_demo,4,5.321,2026-07-15
FAM-001394,REGION_A,metropolitan_demo,3,4.607,2026-07-15
FAM-001395,REGION_C,remote_demo,4,6.048,2026-07-15
FAM-001396,REGION_A,metropolitan_demo,1,4.688,2026-07-15
FAM-001397,REGION_C,remote_demo,3,4.379,2026-07-15
FAM-001398,REGION_B,regional_demo,5,3.918,2026-07-15
FAM-001399,REGION_A,metropolitan_demo,3,3.433,2026-07-15
FAM-001400,REGION_A,metropolitan_demo,3,3.17,2026-07-15
FAM-001401,REGION_A,metropolitan_demo,3,9.788,2026-07-15
FAM-001402,REGION_A,metropolitan_demo,2,5.141,2026-07-15
FAM-001403,REGION_B,regional_demo,2,6.562,2026-07-15
FAM-001404,REGION_C,remote_demo,1,4.864,2026-07-15
FAM-001405,REGION_A,metropolitan_demo,1,4.885,2026-07-15
FAM-001406,REGION_C,remote_demo,4,4.838,2026-07-15
FAM-001407,REGION_A,metropolitan_demo,3,4.757,2026-07-15
FAM-001408,REGION_C,remote_demo,2,4.544,2026-07-15
FAM-001409,REGION_C,remote_demo,4,4.61,2026-07-15
FAM-001410,REGION_A,metropolitan_demo,3,7.556,2026-07-15
FAM-001411,REGION_A,metropolitan_demo,2,5.048,2026-07-15
FAM-001412,REGION_A,metropolitan_demo,4,8.011,2026-07-15
FAM-001413,REGION_A,metropolitan_demo,4,6.891,2026-07-15
FAM-001414,REGION_B,regional_demo,4,4.97,2026-07-15
FAM-001415,REGION_C,remote_demo,2,5.501,2026-07-15
FAM-001416,REGION_A,metropolitan_demo,3,5.136,2026-07-15
FAM-001417,REGION_A,metropolitan_demo,2,5.889,2026-07-15
FAM-001418,REGION_C,remote_demo,3,3.525,2026-07-15
FAM-001419,REGION_A,metropolitan_demo,5,5.075,2026-07-15
FAM-001420,REGION_B,regional_demo,4,5.104,2026-07-15
FAM-001421,REGION_A,metropolitan_demo,5,5.106,2026-07-15
FAM-001422,REGION_A,metropolitan_demo,3,5.784,2026-07-15
FAM-001423,REGION_A,metropolitan_demo,5,7.169,2026-07-15
FAM-001424,REGION_C,remote_demo,3,7.676,2026-07-15
FAM-001425,REGION_B,regional_demo,1,6.981,2026-07-15
FAM-001426,REGION_B,regional_demo,3,6.466,2026-07-15
FAM-001427,REGION_A,metropolitan_demo,3,6.268,2026-07-15
FAM-001428,REGION_A,metropolitan_demo,5,3.533,2026-07-15
FAM-001429,REGION_C,remote_demo,4,6.477,2026-07-15
FAM-001430,REGION_A,metropolitan_demo,1,4.079,2026-07-15
FAM-001431,REGION_C,remote_demo,4,6.231,2026-07-15
FAM-001432,REGION_B,regional_demo,3,7.256,2026-07-15
FAM-001433,REGION_B,regional_demo,5,6.676,2026-07-15
FAM-001434,REGION_A,metropolitan_demo,3,5.489,2026-07-15
FAM-001435,REGION_B,regional_demo,3,4.152,2026-07-15
FAM-001436,REGION_B,regional_demo,3,5.602,2026-07-15
FAM-001437,REGION_A,metropolitan_demo,3,6.119,2026-07-15
FAM-001438,REGION_A,metropolitan_demo,5,9.059,2026-07-15
FAM-001439,REGION_B,regional_demo,4,7.692,2026-07-15
FAM-001440,REGION_B,regional_demo,4,6.595,2026-07-15
FAM-001441,REGION_A,metropolitan_demo,4,6.496,2026-07-15
FAM-001442,REGION_A,metropolitan_demo,2,2.105,2026-07-15
FAM-001443,REGION_A,metropolitan_demo,4,5.099,2026-07-15
FAM-001444,REGION_A,metropolitan_demo,2,5.8,2026-07-15
FAM-001445,REGION_C,remote_demo,5,5.961,2026-07-15
FAM-001446,REGION_A,metropolitan_demo,3,6.773,2026-07-15
FAM-001447,REGION_A,metropolitan_demo,3,7.205,2026-07-15
FAM-001448,REGION_A,metropolitan_demo,2,5.253,2026-07-15
FAM-001449,REGION_A,metropolitan_demo,2,3.017,2026-07-15
FAM-001450,REGION_A,metropolitan_demo,5,7.148,2026-07-15
FAM-001451,REGION_B,regional_demo,3,7.24,2026-07-15
FAM-001452,REGION_B,regional_demo,5,7.762,2026-07-15
FAM-001453,REGION_B,regional_demo,4,7.262,2026-07-15
FAM-001454,REGION_A,metropolitan_demo,3,5.906,2026-07-15
FAM-001455,REGION_C,remote_demo,3,7.868,2026-07-15
FAM-001456,REGION_A,metropolitan_demo,3,3.96,2026-07-15
FAM-001457,REGION_A,metropolitan_demo,5,4.461,2026-07-15
FAM-001458,REGION_B,regional_demo,3,4.47,2026-07-15
FAM-001459,REGION_B,regional_demo,3,5.515,2026-07-15
FAM-001460,REGION_A,metropolitan_demo,3,3.413,2026-07-15
FAM-001461,REGION_A,metropolitan_demo,4,7.356,2026-07-15
FAM-001462,REGION_C,remote_demo,4,4.007,2026-07-15
FAM-001463,REGION_A,metropolitan_demo,2,4.673,2026-07-15
FAM-001464,REGION_A,metropolitan_demo,5,6.092,2026-07-15
FAM-001465,REGION_B,regional_demo,3,6.381,2026-07-15
FAM-001466,REGION_A,metropolitan_demo,3,3.471,2026-07-15
FAM-001467,REGION_B,regional_demo,2,7.906,2026-07-15
FAM-001468,REGION_A,metropolitan_demo,4,7.076,2026-07-15
FAM-001469,REGION_B,regional_demo,2,7.286,2026-07-15
FAM-001470,REGION_A,metropolitan_demo,5,5.035,2026-07-15
FAM-001471,REGION_B,regional_demo,5,7.593,2026-07-15
FAM-001472,REGION_C,remote_demo,3,3.643,2026-07-15
FAM-001473,REGION_B,regional_demo,3,9.168,2026-07-15
FAM-001474,REGION_C,remote_demo,3,5.194,2026-07-15
FAM-001475,REGION_B,regional_demo,5,8.017,2026-07-15
FAM-001476,REGION_B,regional_demo,2,5.66,2026-07-15
FAM-001477,REGION_A,metropolitan_demo,4,5.84,2026-07-15
FAM-001478,REGION_A,metropolitan_demo,4,7.016,2026-07-15
FAM-001479,REGION_A,metropolitan_demo,4,6.01,2026-07-15
FAM-001480,REGION_A,metropolitan_demo,4,5.259,2026-07-15
FAM-001481,REGION_B,regional_demo,3,7.661,2026-07-15
FAM-001482,REGION_B,regional_demo,1,5.632,2026-07-15
FAM-001483,REGION_B,regional_demo,4,2.909,2026-07-15
FAM-001484,REGION_C,remote_demo,5,3.503,2026-07-15
FAM-001485,REGION_B,regional_demo,2,5.685,2026-07-15
FAM-001486,REGION_C,remote_demo,5,7.382,2026-07-15
FAM-001487,REGION_B,regional_demo,2,4.054,2026-07-15
FAM-001488,REGION_B,regional_demo,3,3.45,2026-07-15
FAM-001489,REGION_A,metropolitan_demo,3,5.616,2026-07-15
FAM-001490,REGION_A,metropolitan_demo,4,7.363,2026-07-15
FAM-001491,REGION_B,regional_demo,3,4.274,2026-07-15
FAM-001492,REGION_A,metropolitan_demo,2,6.509,2026-07-15
FAM-001493,REGION_B,regional_demo,5,6.218,2026-07-15
FAM-001494,REGION_A,metropolitan_demo,4,7.336,2026-07-15
FAM-001495,REGION_A,metropolitan_demo,5,3.386,2026-07-15
FAM-001496,REGION_A,metropolitan_demo,4,8.233,2026-07-15
FAM-001497,REGION_B,regional_demo,2,5.029,2026-07-15
FAM-001498,REGION_C,remote_demo,4,8.809,2026-07-15
FAM-001499,REGION_C,remote_demo,4,6.839,2026-07-15
FAM-001500,REGION_C,remote_demo,5,5.574,2026-07-15
FAM-001501,REGION_A,metropolitan_demo,3,4.121,2026-07-15
FAM-001502,REGION_C,remote_demo,4,5.988,2026-07-15
FAM-001503,REGION_B,regional_demo,2,6.397,2026-07-15
FAM-001504,REGION_A,metropolitan_demo,2,5.773,2026-07-15
FAM-001505,REGION_A,metropolitan_demo,2,4.687,2026-07-15
FAM-001506,REGION_B,regional_demo,4,6.875,2026-07-15
FAM-001507,REGION_B,regional_demo,2,7.213,2026-07-15
FAM-001508,REGION_B,regional_demo,4,7.168,2026-07-15
FAM-001509,REGION_A,metropolitan_demo,2,9.126,2026-07-15
FAM-001510,REGION_B,regional_demo,3,6.252,2026-07-15
FAM-001511,REGION_A,metropolitan_demo,3,5.815,2026-07-15
FAM-001512,REGION_A,metropolitan_demo,5,6.879,2026-07-15
FAM-001513,REGION_A,metropolitan_demo,4,5.868,2026-07-15
FAM-001514,REGION_B,regional_demo,3,6.498,2026-07-15
FAM-001515,REGION_B,regional_demo,1,4.762,2026-07-15
FAM-001516,REGION_A,metropolitan_demo,5,10.0,2026-07-15
FAM-001517,REGION_B,regional_demo,4,5.154,2026-07-15
FAM-001518,REGION_B,regional_demo,2,4.192,2026-07-15
FAM-001519,REGION_A,metropolitan_demo,3,4.673,2026-07-15
FAM-001520,REGION_C,remote_demo,3,5.415,2026-07-15
FAM-001521,REGION_A,metropolitan_demo,3,8.741,2026-07-15
FAM-001522,REGION_C,remote_demo,4,6.139,2026-07-15
FAM-001523,REGION_A,metropolitan_demo,4,8.17,2026-07-15
FAM-001524,REGION_B,regional_demo,5,7.468,2026-07-15
FAM-001525,REGION_A,metropolitan_demo,4,5.384,2026-07-15
FAM-001526,REGION_A,metropolitan_demo,3,5.93,2026-07-15
FAM-001527,REGION_A,metropolitan_demo,3,7.725,2026-07-15
FAM-001528,REGION_A,metropolitan_demo,4,5.695,2026-07-15
FAM-001529,REGION_B,regional_demo,5,5.355,2026-07-15
FAM-001530,REGION_A,metropolitan_demo,3,6.838,2026-07-15
FAM-001531,REGION_A,metropolitan_demo,1,4.981,2026-07-15
FAM-001532,REGION_A,metropolitan_demo,2,6.914,2026-07-15
FAM-001533,REGION_C,remote_demo,5,6.175,2026-07-15
FAM-001534,REGION_B,regional_demo,4,8.147,2026-07-15
FAM-001535,REGION_A,metropolitan_demo,3,6.491,2026-07-15
FAM-001536,REGION_A,metropolitan_demo,3,5.109,2026-07-15
FAM-001537,REGION_A,metropolitan_demo,2,2.356,2026-07-15
FAM-001538,REGION_C,remote_demo,3,3.674,2026-07-15
FAM-001539,REGION_A,metropolitan_demo,2,6.223,2026-07-15
FAM-001540,REGION_A,metropolitan_demo,4,6.836,2026-07-15
FAM-001541,REGION_B,regional_demo,2,6.532,2026-07-15
FAM-001542,REGION_B,regional_demo,4,5.756,2026-07-15
FAM-001543,REGION_C,remote_demo,3,4.069,2026-07-15
FAM-001544,REGION_A,metropolitan_demo,4,6.335,2026-07-15
FAM-001545,REGION_B,regional_demo,3,5.88,2026-07-15
FAM-001546,REGION_B,regional_demo,4,5.033,2026-07-15
FAM-001547,REGION_B,regional_demo,2,3.704,2026-07-15
FAM-001548,REGION_A,metropolitan_demo,4,5.869,2026-07-15
FAM-001549,REGION_A,metropolitan_demo,2,4.272,2026-07-15
FAM-001550,REGION_A,metropolitan_demo,4,9.443,2026-07-15
FAM-001551,REGION_C,remote_demo,2,5.276,2026-07-15
FAM-001552,REGION_A,metropolitan_demo,4,7.113,2026-07-15
FAM-001553,REGION_A,metropolitan_demo,2,5.073,2026-07-15
FAM-001554,REGION_C,remote_demo,3,4.92,2026-07-15
FAM-001555,REGION_B,regional_demo,3,5.158,2026-07-15
FAM-001556,REGION_A,metropolitan_demo,4,6.416,2026-07-15
FAM-001557,REGION_B,regional_demo,3,7.214,2026-07-15
FAM-001558,REGION_A,metropolitan_demo,2,4.145,2026-07-15
FAM-001559,REGION_B,regional_demo,4,4.961,2026-07-15
FAM-001560,REGION_B,regional_demo,3,6.525,2026-07-15
FAM-001561,REGION_A,metropolitan_demo,5,6.595,2026-07-15
FAM-001562,REGION_B,regional_demo,4,6.47,2026-07-15
FAM-001563,REGION_A,metropolitan_demo,2,4.901,2026-07-15
FAM-001564,REGION_A,metropolitan_demo,3,5.701,2026-07-15
FAM-001565,REGION_A,metropolitan_demo,2,5.663,2026-07-15
FAM-001566,REGION_A,metropolitan_demo,4,7.546,2026-07-15
FAM-001567,REGION_B,regional_demo,2,2.916,2026-07-15
FAM-001568,REGION_B,regional_demo,3,4.543,2026-07-15
FAM-001569,REGION_B,regional_demo,4,4.88,2026-07-15
FAM-001570,REGION_A,metropolitan_demo,5,5.867,2026-07-15
FAM-001571,REGION_A,metropolitan_demo,5,7.988,2026-07-15
FAM-001572,REGION_B,regional_demo,1,6.256,2026-07-15
FAM-001573,REGION_A,metropolitan_demo,2,3.927,2026-07-15
FAM-001574,REGION_C,remote_demo,1,4.443,2026-07-15
FAM-001575,REGION_B,regional_demo,3,4.276,2026-07-15
FAM-001576,REGION_B,regional_demo,3,5.853,2026-07-15
FAM-001577,REGION_A,metropolitan_demo,2,4.434,2026-07-15
FAM-001578,REGION_A,metropolitan_demo,5,4.55,2026-07-15
FAM-001579,REGION_A,metropolitan_demo,4,4.737,2026-07-15
FAM-001580,REGION_A,metropolitan_demo,3,2.826,2026-07-15
FAM-001581,REGION_B,regional_demo,2,6.504,2026-07-15
FAM-001582,REGION_A,metropolitan_demo,5,9.05,2026-07-15
FAM-001583,REGION_B,regional_demo,3,7.169,2026-07-15
FAM-001584,REGION_C,remote_demo,4,7.017,2026-07-15
FAM-001585,REGION_A,metropolitan_demo,3,3.856,2026-07-15
FAM-001586,REGION_B,regional_demo,4,4.532,2026-07-15
FAM-001587,REGION_B,regional_demo,4,8.235,2026-07-15
FAM-001588,REGION_A,metropolitan_demo,5,6.397,2026-07-15
FAM-001589,REGION_A,metropolitan_demo,2,5.771,2026-07-15
FAM-001590,REGION_B,regional_demo,3,5.557,2026-07-15
FAM-001591,REGION_B,regional_demo,2,7.242,2026-07-15
FAM-001592,REGION_A,metropolitan_demo,4,6.554,2026-07-15
FAM-001593,REGION_A,metropolitan_demo,2,5.099,2026-07-15
FAM-001594,REGION_A,metropolitan_demo,3,6.477,2026-07-15
FAM-001595,REGION_A,metropolitan_demo,2,7.108,2026-07-15
FAM-001596,REGION_A,metropolitan_demo,3,6.4,2026-07-15
FAM-001597,REGION_A,metropolitan_demo,4,4.334,2026-07-15
FAM-001598,REGION_B,regional_demo,4,6.071,2026-07-15
FAM-001599,REGION_A,metropolitan_demo,4,6.399,2026-07-15
FAM-001600,REGION_A,metropolitan_demo,4,8.057,2026-07-15
FAM-001601,REGION_B,regional_demo,5,6.082,2026-07-15
FAM-001602,REGION_B,regional_demo,3,6.349,2026-07-15
FAM-001603,REGION_A,metropolitan_demo,2,7.929,2026-07-15
FAM-001604,REGION_C,remote_demo,4,6.881,2026-07-15
FAM-001605,REGION_B,regional_demo,4,6.795,2026-07-15
FAM-001606,REGION_A,metropolitan_demo,3,4.158,2026-07-15
FAM-001607,REGION_A,metropolitan_demo,3,6.405,2026-07-15
FAM-001608,REGION_A,metropolitan_demo,3,5.55,2026-07-15
FAM-001609,REGION_A,metropolitan_demo,5,8.81,2026-07-15
FAM-001610,REGION_A,metropolitan_demo,3,6.152,2026-07-15
FAM-001611,REGION_B,regional_demo,3,8.028,2026-07-15
FAM-001612,REGION_A,metropolitan_demo,5,7.991,2026-07-15
FAM-001613,REGION_A,metropolitan_demo,5,4.522,2026-07-15
FAM-001614,REGION_B,regional_demo,3,4.925,2026-07-15
FAM-001615,REGION_B,regional_demo,3,7.243,2026-07-15
FAM-001616,REGION_C,remote_demo,4,3.784,2026-07-15
FAM-001617,REGION_C,remote_demo,4,7.035,2026-07-15
FAM-001618,REGION_A,metropolitan_demo,1,5.848,2026-07-15
FAM-001619,REGION_C,remote_demo,3,7.039,2026-07-15
FAM-001620,REGION_C,remote_demo,4,6.469,2026-07-15
FAM-001621,REGION_A,metropolitan_demo,3,4.135,2026-07-15
FAM-001622,REGION_C,remote_demo,3,4.741,2026-07-15
FAM-001623,REGION_B,regional_demo,3,5.118,2026-07-15
FAM-001624,REGION_C,remote_demo,4,4.48,2026-07-15
FAM-001625,REGION_C,remote_demo,4,7.648,2026-07-15
FAM-001626,REGION_B,regional_demo,3,6.376,2026-07-15
FAM-001627,REGION_B,regional_demo,4,7.063,2026-07-15
FAM-001628,REGION_A,metropolitan_demo,5,7.986,2026-07-15
FAM-001629,REGION_A,metropolitan_demo,2,6.119,2026-07-15
FAM-001630,REGION_B,regional_demo,3,3.648,2026-07-15
FAM-001631,REGION_A,metropolitan_demo,4,5.903,2026-07-15
FAM-001632,REGION_A,metropolitan_demo,2,3.8,2026-07-15
FAM-001633,REGION_A,metropolitan_demo,2,7.075,2026-07-15
FAM-001634,REGION_A,metropolitan_demo,4,7.248,2026-07-15
FAM-001635,REGION_B,regional_demo,2,3.592,2026-07-15
FAM-001636,REGION_A,metropolitan_demo,5,7.203,2026-07-15
FAM-001637,REGION_A,metropolitan_demo,4,8.164,2026-07-15
FAM-001638,REGION_A,metropolitan_demo,3,4.908,2026-07-15
FAM-001639,REGION_C,remote_demo,2,4.28,2026-07-15
FAM-001640,REGION_A,metropolitan_demo,3,4.754,2026-07-15
FAM-001641,REGION_A,metropolitan_demo,3,6.037,2026-07-15
FAM-001642,REGION_A,metropolitan_demo,3,4.931,2026-07-15
FAM-001643,REGION_A,metropolitan_demo,4,7.35,2026-07-15
FAM-001644,REGION_A,metropolitan_demo,3,3.537,2026-07-15
FAM-001645,REGION_B,regional_demo,3,3.644,2026-07-15
FAM-001646,REGION_A,metropolitan_demo,2,5.971,2026-07-15
FAM-001647,REGION_B,regional_demo,3,4.998,2026-07-15
FAM-001648,REGION_B,regional_demo,5,9.39,2026-07-15
FAM-001649,REGION_A,metropolitan_demo,1,3.058,2026-07-15
FAM-001650,REGION_A,metropolitan_demo,3,7.193,2026-07-15
FAM-001651,REGION_B,regional_demo,5,6.36,2026-07-15
FAM-001652,REGION_A,metropolitan_demo,4,4.531,2026-07-15
FAM-001653,REGION_A,metropolitan_demo,3,4.729,2026-07-15
FAM-001654,REGION_B,regional_demo,1,3.947,2026-07-15
FAM-001655,REGION_A,metropolitan_demo,4,7.761,2026-07-15
FAM-001656,REGION_A,metropolitan_demo,3,5.826,2026-07-15
FAM-001657,REGION_B,regional_demo,5,6.684,2026-07-15
FAM-001658,REGION_A,metropolitan_demo,4,3.937,2026-07-15
FAM-001659,REGION_A,metropolitan_demo,3,7.786,2026-07-15
FAM-001660,REGION_C,remote_demo,4,6.148,2026-07-15
FAM-001661,REGION_A,metropolitan_demo,2,4.837,2026-07-15
FAM-001662,REGION_A,metropolitan_demo,2,7.126,2026-07-15
FAM-001663,REGION_C,remote_demo,2,4.918,2026-07-15
FAM-001664,REGION_B,regional_demo,5,6.723,2026-07-15
FAM-001665,REGION_A,metropolitan_demo,2,2.445,2026-07-15
FAM-001666,REGION_B,regional_demo,2,5.552,2026-07-15
FAM-001667,REGION_A,metropolitan_demo,4,6.873,2026-07-15
FAM-001668,REGION_A,metropolitan_demo,3,5.553,2026-07-15
