assessment_id,child_id,assessment_age_years,assessment_domain,standardised_score_demo,assessment_date_demo,assessment_status,record_created_at_demo
EDU-019282,CH-002411,8,numeracy_demo,,2009-03-31,missing_demo,2026-07-15
EDU-019283,CH-002411,10,literacy_demo,0.3148,2011-03-04,observed,2026-07-15
EDU-019284,CH-002411,10,numeracy_demo,-0.2293,2011-02-21,observed,2026-07-15
EDU-019285,CH-002411,12,literacy_demo,-0.3915,2013-03-08,observed,2026-07-15
EDU-019286,CH-002411,12,numeracy_demo,-0.2235,2013-02-25,observed,2026-07-15
EDU-019287,CH-002411,14,literacy_demo,-0.4945,2015-05-07,observed,2026-07-15
EDU-019288,CH-002411,14,numeracy_demo,0.5755,2015-03-03,observed,2026-07-15
EDU-019289,CH-002412,8,literacy_demo,0.7293,2014-05-04,observed,2026-07-15
EDU-019290,CH-002412,8,numeracy_demo,0.9241,2014-07-07,observed,2026-07-15
EDU-019291,CH-002412,10,literacy_demo,0.8194,2016-04-23,observed,2026-07-15
EDU-019292,CH-002412,10,numeracy_demo,1.0182,2016-06-13,observed,2026-07-15
EDU-019293,CH-002412,12,literacy_demo,0.9819,2018-06-29,observed,2026-07-15
EDU-019294,CH-002412,12,numeracy_demo,2.0264,2018-04-25,observed,2026-07-15
EDU-019295,CH-002412,14,literacy_demo,1.0391,2020-06-15,observed,2026-07-15
EDU-019296,CH-002412,14,numeracy_demo,1.8974,2020-07-13,observed,2026-07-15
EDU-019297,CH-002413,8,literacy_demo,1.7815,2016-04-04,observed,2026-07-15
EDU-019298,CH-002413,8,numeracy_demo,2.5617,2016-03-28,observed,2026-07-15
EDU-019299,CH-002413,10,literacy_demo,1.6308,2018-04-18,observed,2026-07-15
EDU-019300,CH-002413,10,numeracy_demo,2.0438,2018-02-26,observed,2026-07-15
EDU-019301,CH-002413,12,literacy_demo,1.7805,2020-04-25,observed,2026-07-15
EDU-019302,CH-002413,12,numeracy_demo,1.9386,2020-04-05,observed,2026-07-15
EDU-019303,CH-002413,14,literacy_demo,2.0761,2022-03-17,observed,2026-07-15
EDU-019304,CH-002413,14,numeracy_demo,1.3176,2022-02-09,observed,2026-07-15
EDU-019305,CH-002414,8,literacy_demo,2.1891,2018-09-21,observed,2026-07-15
EDU-019306,CH-002414,8,numeracy_demo,1.9289,2018-09-28,observed,2026-07-15
EDU-019307,CH-002414,10,literacy_demo,2.068,2020-09-10,observed,2026-07-15
EDU-019308,CH-002414,10,numeracy_demo,2.5803,2020-08-13,observed,2026-07-15
EDU-019309,CH-002414,12,literacy_demo,2.2756,2022-08-31,observed,2026-07-15
EDU-019310,CH-002414,12,numeracy_demo,2.1495,2022-09-05,observed,2026-07-15
EDU-019311,CH-002414,14,literacy_demo,2.7362,2024-10-05,observed,2026-07-15
EDU-019312,CH-002414,14,numeracy_demo,2.9306,2024-10-16,observed,2026-07-15
EDU-019313,CH-002415,8,literacy_demo,-0.3865,2007-06-18,observed,2026-07-15
EDU-019314,CH-002415,8,numeracy_demo,-0.0971,2007-04-18,observed,2026-07-15
EDU-019315,CH-002415,10,literacy_demo,0.2846,2009-03-24,observed,2026-07-15
EDU-019316,CH-002415,10,numeracy_demo,-0.2398,2009-06-08,observed,2026-07-15
EDU-019317,CH-002415,12,literacy_demo,-0.1596,2011-05-17,observed,2026-07-15
EDU-019318,CH-002415,12,numeracy_demo,0.9924,2011-04-24,observed,2026-07-15
EDU-019319,CH-002415,14,literacy_demo,1.3238,2013-03-23,observed,2026-07-15
EDU-019320,CH-002415,14,numeracy_demo,,2013-06-06,missing_demo,2026-07-15
EDU-019321,CH-002416,8,literacy_demo,,2009-10-10,missing_demo,2026-07-15
EDU-019322,CH-002416,8,numeracy_demo,1.4276,2009-09-04,observed,2026-07-15
EDU-019323,CH-002416,10,literacy_demo,1.8407,2011-08-15,observed,2026-07-15
EDU-019324,CH-002416,10,numeracy_demo,1.355,2011-09-09,observed,2026-07-15
EDU-019325,CH-002416,12,literacy_demo,2.2698,2013-09-10,observed,2026-07-15
EDU-019326,CH-002416,12,numeracy_demo,1.706,2013-10-22,observed,2026-07-15
EDU-019327,CH-002416,14,literacy_demo,0.7854,2015-08-21,observed,2026-07-15
EDU-019328,CH-002416,14,numeracy_demo,1.9915,2015-09-26,observed,2026-07-15
EDU-019329,CH-002417,8,literacy_demo,-0.9703,2010-03-15,observed,2026-07-15
EDU-019330,CH-002417,8,numeracy_demo,-0.4009,2010-03-14,observed,2026-07-15
EDU-019331,CH-002417,10,literacy_demo,-1.1761,2012-04-29,observed,2026-07-15
EDU-019332,CH-002417,10,numeracy_demo,-0.8681,2012-04-05,observed,2026-07-15
EDU-019333,CH-002417,12,literacy_demo,-0.1855,2014-02-27,observed,2026-07-15
EDU-019334,CH-002417,12,numeracy_demo,-1.2404,2014-02-08,observed,2026-07-15
EDU-019335,CH-002417,14,literacy_demo,-0.5826,2016-03-12,observed,2026-07-15
EDU-019336,CH-002417,14,numeracy_demo,-0.0382,2016-03-29,observed,2026-07-15
EDU-019337,CH-002418,8,literacy_demo,-0.204,2016-08-06,observed,2026-07-15
EDU-019338,CH-002418,8,numeracy_demo,-0.1502,2016-09-22,observed,2026-07-15
EDU-019339,CH-002418,10,literacy_demo,-0.0924,2018-10-31,observed,2026-07-15
EDU-019340,CH-002418,10,numeracy_demo,-0.3618,2018-09-03,observed,2026-07-15
EDU-019341,CH-002418,12,literacy_demo,-1.1558,2020-09-09,observed,2026-07-15
EDU-019342,CH-002418,12,numeracy_demo,0.1434,2020-09-27,observed,2026-07-15
EDU-019343,CH-002418,14,literacy_demo,-0.1041,2022-09-08,observed,2026-07-15
EDU-019344,CH-002418,14,numeracy_demo,0.2894,2022-09-29,observed,2026-07-15
EDU-019345,CH-002419,8,literacy_demo,-0.2663,2018-12-31,observed,2026-07-15
EDU-019346,CH-002419,8,numeracy_demo,-0.0024,2019-01-03,observed,2026-07-15
EDU-019347,CH-002419,10,literacy_demo,-0.7784,2020-12-14,observed,2026-07-15
EDU-019348,CH-002419,10,numeracy_demo,-1.0965,2020-12-03,observed,2026-07-15
EDU-019349,CH-002419,12,literacy_demo,-0.7891,2023-01-11,observed,2026-07-15
EDU-019350,CH-002419,12,numeracy_demo,-0.781,2023-01-12,observed,2026-07-15
EDU-019351,CH-002419,14,literacy_demo,-0.5577,2025-01-06,observed,2026-07-15
EDU-019352,CH-002419,14,numeracy_demo,-0.649,2024-12-04,observed,2026-07-15
EDU-019353,CH-002420,8,literacy_demo,-0.6189,2016-07-29,observed,2026-07-15
EDU-019354,CH-002420,8,numeracy_demo,-0.9468,2016-09-14,observed,2026-07-15
EDU-019355,CH-002420,10,literacy_demo,-0.6614,2018-09-12,observed,2026-07-15
EDU-019356,CH-002420,10,numeracy_demo,,2018-07-30,missing_demo,2026-07-15
EDU-019357,CH-002420,12,literacy_demo,-0.4873,2020-08-03,observed,2026-07-15
EDU-019358,CH-002420,12,numeracy_demo,-0.7992,2020-08-13,observed,2026-07-15
EDU-019359,CH-002420,14,literacy_demo,-0.5,2022-07-31,observed,2026-07-15
EDU-019360,CH-002420,14,numeracy_demo,-1.2035,2022-09-01,observed,2026-07-15
EDU-019361,CH-002421,8,literacy_demo,0.9536,2013-07-24,observed,2026-07-15
EDU-019362,CH-002421,8,numeracy_demo,0.898,2013-10-07,observed,2026-07-15
EDU-019363,CH-002421,10,literacy_demo,0.4794,2015-09-13,observed,2026-07-15
EDU-019364,CH-002421,10,numeracy_demo,0.5542,2015-10-19,observed,2026-07-15
EDU-019365,CH-002421,12,literacy_demo,2.1273,2017-09-01,observed,2026-07-15
EDU-019366,CH-002421,12,numeracy_demo,0.4318,2017-08-29,observed,2026-07-15
EDU-019367,CH-002421,14,literacy_demo,1.1148,2019-08-19,observed,2026-07-15
EDU-019368,CH-002421,14,numeracy_demo,0.3403,2019-08-22,observed,2026-07-15
EDU-019369,CH-002422,8,literacy_demo,0.3389,2016-03-07,observed,2026-07-15
EDU-019370,CH-002422,8,numeracy_demo,-0.1802,2016-05-21,observed,2026-07-15
EDU-019371,CH-002422,10,literacy_demo,0.4045,2018-03-29,observed,2026-07-15
EDU-019372,CH-002422,10,numeracy_demo,-0.1007,2018-03-28,observed,2026-07-15
EDU-019373,CH-002422,12,literacy_demo,0.3458,2020-03-20,observed,2026-07-15
EDU-019374,CH-002422,12,numeracy_demo,0.7594,2020-03-14,observed,2026-07-15
EDU-019375,CH-002422,14,literacy_demo,,2022-04-08,missing_demo,2026-07-15
EDU-019376,CH-002422,14,numeracy_demo,0.8268,2022-05-22,observed,2026-07-15
EDU-019377,CH-002423,8,literacy_demo,0.1769,2007-03-10,observed,2026-07-15
EDU-019378,CH-002423,8,numeracy_demo,,2007-03-15,missing_demo,2026-07-15
EDU-019379,CH-002423,10,literacy_demo,0.52,2009-02-22,observed,2026-07-15
EDU-019380,CH-002423,10,numeracy_demo,0.1612,2009-05-07,observed,2026-07-15
EDU-019381,CH-002423,12,literacy_demo,0.8731,2011-04-07,observed,2026-07-15
EDU-019382,CH-002423,12,numeracy_demo,,2011-02-21,missing_demo,2026-07-15
EDU-019383,CH-002423,14,literacy_demo,1.5317,2013-05-10,observed,2026-07-15
EDU-019384,CH-002423,14,numeracy_demo,0.6969,2013-03-19,observed,2026-07-15
EDU-019385,CH-002424,8,literacy_demo,-1.7028,2010-02-14,observed,2026-07-15
EDU-019386,CH-002424,8,numeracy_demo,-0.9372,2010-03-13,observed,2026-07-15
EDU-019387,CH-002424,10,literacy_demo,-1.3215,2012-02-21,observed,2026-07-15
EDU-019388,CH-002424,10,numeracy_demo,-0.9599,2012-02-04,observed,2026-07-15
EDU-019389,CH-002424,12,literacy_demo,-1.2575,2014-03-22,observed,2026-07-15
EDU-019390,CH-002424,12,numeracy_demo,-1.5606,2014-01-07,observed,2026-07-15
EDU-019391,CH-002424,14,literacy_demo,-2.306,2016-03-30,observed,2026-07-15
EDU-019392,CH-002424,14,numeracy_demo,,2016-02-25,missing_demo,2026-07-15
EDU-019393,CH-002425,8,literacy_demo,-0.0713,2016-03-16,observed,2026-07-15
EDU-019394,CH-002425,8,numeracy_demo,-0.2166,2016-02-27,observed,2026-07-15
EDU-019395,CH-002425,10,literacy_demo,-0.1234,2018-01-11,observed,2026-07-15
EDU-019396,CH-002425,10,numeracy_demo,0.6749,2018-01-08,observed,2026-07-15
EDU-019397,CH-002425,12,literacy_demo,-0.3209,2020-02-18,observed,2026-07-15
EDU-019398,CH-002425,12,numeracy_demo,-0.1759,2020-03-07,observed,2026-07-15
EDU-019399,CH-002425,14,literacy_demo,-0.9069,2022-02-15,observed,2026-07-15
EDU-019400,CH-002425,14,numeracy_demo,,2022-01-18,missing_demo,2026-07-15
EDU-019401,CH-002426,8,literacy_demo,2.7156,2019-02-12,observed,2026-07-15
EDU-019402,CH-002426,8,numeracy_demo,3.1391,2019-02-16,observed,2026-07-15
EDU-019403,CH-002426,10,literacy_demo,1.9708,2020-12-27,observed,2026-07-15
EDU-019404,CH-002426,10,numeracy_demo,3.0377,2020-12-22,observed,2026-07-15
EDU-019405,CH-002426,12,literacy_demo,1.8412,2022-12-05,observed,2026-07-15
EDU-019406,CH-002426,12,numeracy_demo,2.3824,2022-12-27,observed,2026-07-15
EDU-019407,CH-002426,14,literacy_demo,,2025-02-10,missing_demo,2026-07-15
EDU-019408,CH-002426,14,numeracy_demo,2.1859,2025-02-13,observed,2026-07-15
EDU-019409,CH-002427,8,literacy_demo,0.1711,2006-04-05,observed,2026-07-15
EDU-019410,CH-002427,8,numeracy_demo,-0.2237,2006-03-17,observed,2026-07-15
EDU-019411,CH-002427,10,literacy_demo,-0.1425,2008-04-20,observed,2026-07-15
EDU-019412,CH-002427,10,numeracy_demo,0.4215,2008-03-23,observed,2026-07-15
EDU-019413,CH-002427,12,literacy_demo,-0.2662,2010-02-04,observed,2026-07-15
EDU-019414,CH-002427,12,numeracy_demo,0.3295,2010-04-09,observed,2026-07-15
EDU-019415,CH-002427,14,literacy_demo,0.1052,2012-02-08,observed,2026-07-15
EDU-019416,CH-002427,14,numeracy_demo,0.2072,2012-03-09,observed,2026-07-15
EDU-019417,CH-002428,8,literacy_demo,0.0217,2013-01-12,observed,2026-07-15
EDU-019418,CH-002428,8,numeracy_demo,0.2318,2012-12-24,observed,2026-07-15
EDU-019419,CH-002428,10,literacy_demo,0.2753,2015-01-01,observed,2026-07-15
EDU-019420,CH-002428,10,numeracy_demo,0.4581,2015-01-17,observed,2026-07-15
EDU-019421,CH-002428,12,literacy_demo,-0.1263,2017-03-19,observed,2026-07-15
EDU-019422,CH-002428,12,numeracy_demo,0.7444,2017-01-15,observed,2026-07-15
EDU-019423,CH-002428,14,literacy_demo,-0.1628,2019-02-13,observed,2026-07-15
EDU-019424,CH-002428,14,numeracy_demo,,2019-02-05,missing_demo,2026-07-15
EDU-019425,CH-002429,8,literacy_demo,-1.5196,2012-11-30,observed,2026-07-15
EDU-019426,CH-002429,8,numeracy_demo,-0.7063,2012-12-07,observed,2026-07-15
EDU-019427,CH-002429,10,literacy_demo,-0.7994,2014-12-20,observed,2026-07-15
EDU-019428,CH-002429,10,numeracy_demo,-1.3275,2014-11-02,observed,2026-07-15
EDU-019429,CH-002429,12,literacy_demo,-1.4396,2016-11-29,observed,2026-07-15
EDU-019430,CH-002429,12,numeracy_demo,-0.8258,2016-12-25,observed,2026-07-15
EDU-019431,CH-002429,14,literacy_demo,-1.9041,2018-11-18,observed,2026-07-15
EDU-019432,CH-002429,14,numeracy_demo,-1.7019,2018-10-25,observed,2026-07-15
EDU-019433,CH-002430,8,literacy_demo,-0.7252,2014-12-15,observed,2026-07-15
EDU-019434,CH-002430,8,numeracy_demo,0.2431,2015-01-17,observed,2026-07-15
EDU-019435,CH-002430,10,literacy_demo,-0.7118,2016-11-28,observed,2026-07-15
EDU-019436,CH-002430,10,numeracy_demo,-0.4933,2016-11-15,observed,2026-07-15
EDU-019437,CH-002430,12,literacy_demo,-0.5302,2019-01-05,observed,2026-07-15
EDU-019438,CH-002430,12,numeracy_demo,-0.3271,2019-01-02,observed,2026-07-15
EDU-019439,CH-002430,14,literacy_demo,-0.9632,2020-11-09,observed,2026-07-15
EDU-019440,CH-002430,14,numeracy_demo,-0.3205,2020-12-02,observed,2026-07-15
EDU-019441,CH-002431,8,literacy_demo,-1.3472,2010-10-18,observed,2026-07-15
EDU-019442,CH-002431,8,numeracy_demo,-0.3121,2010-10-14,observed,2026-07-15
EDU-019443,CH-002431,10,literacy_demo,-0.6577,2012-11-04,observed,2026-07-15
EDU-019444,CH-002431,10,numeracy_demo,-1.2939,2012-10-19,observed,2026-07-15
EDU-019445,CH-002431,12,literacy_demo,-2.2184,2014-10-05,observed,2026-07-15
EDU-019446,CH-002431,12,numeracy_demo,-1.5864,2014-09-12,observed,2026-07-15
EDU-019447,CH-002431,14,literacy_demo,-1.3458,2016-08-30,observed,2026-07-15
EDU-019448,CH-002431,14,numeracy_demo,-1.1623,2016-09-08,observed,2026-07-15
EDU-019449,CH-002432,8,literacy_demo,-2.7728,2013-06-08,observed,2026-07-15
EDU-019450,CH-002432,8,numeracy_demo,-2.1677,2013-04-23,observed,2026-07-15
EDU-019451,CH-002432,10,literacy_demo,-1.5873,2015-05-15,observed,2026-07-15
EDU-019452,CH-002432,10,numeracy_demo,-1.4449,2015-05-18,observed,2026-07-15
EDU-019453,CH-002432,12,literacy_demo,-1.6722,2017-04-28,observed,2026-07-15
EDU-019454,CH-002432,12,numeracy_demo,-2.1943,2017-06-20,observed,2026-07-15
EDU-019455,CH-002432,14,literacy_demo,-2.2065,2019-06-06,observed,2026-07-15
EDU-019456,CH-002432,14,numeracy_demo,-2.0115,2019-04-21,observed,2026-07-15
EDU-019457,CH-002433,8,literacy_demo,0.3426,2008-10-14,observed,2026-07-15
EDU-019458,CH-002433,8,numeracy_demo,0.9356,2008-11-02,observed,2026-07-15
EDU-019459,CH-002433,10,literacy_demo,1.2175,2010-10-02,observed,2026-07-15
EDU-019460,CH-002433,10,numeracy_demo,1.9176,2010-09-12,observed,2026-07-15
EDU-019461,CH-002433,12,literacy_demo,0.9481,2012-09-09,observed,2026-07-15
EDU-019462,CH-002433,12,numeracy_demo,1.2866,2012-10-07,observed,2026-07-15
EDU-019463,CH-002433,14,literacy_demo,1.3733,2014-10-19,observed,2026-07-15
EDU-019464,CH-002433,14,numeracy_demo,1.2975,2014-09-22,observed,2026-07-15
EDU-019465,CH-002434,8,literacy_demo,0.4688,2014-10-07,observed,2026-07-15
EDU-019466,CH-002434,8,numeracy_demo,0.1434,2014-09-26,observed,2026-07-15
EDU-019467,CH-002434,10,literacy_demo,-0.327,2016-08-22,observed,2026-07-15
EDU-019468,CH-002434,10,numeracy_demo,-0.3535,2016-09-29,observed,2026-07-15
EDU-019469,CH-002434,12,literacy_demo,-0.6839,2018-09-06,observed,2026-07-15
EDU-019470,CH-002434,12,numeracy_demo,-0.2753,2018-08-31,observed,2026-07-15
EDU-019471,CH-002434,14,literacy_demo,-1.3089,2020-10-20,observed,2026-07-15
EDU-019472,CH-002434,14,numeracy_demo,-0.8137,2020-10-25,observed,2026-07-15
EDU-019473,CH-002435,8,literacy_demo,0.497,2014-03-28,observed,2026-07-15
EDU-019474,CH-002435,8,numeracy_demo,-0.4672,2014-04-01,observed,2026-07-15
EDU-019475,CH-002435,10,literacy_demo,-0.1853,2016-03-24,observed,2026-07-15
EDU-019476,CH-002435,10,numeracy_demo,0.4916,2016-02-23,observed,2026-07-15
EDU-019477,CH-002435,12,literacy_demo,0.8766,2018-04-10,observed,2026-07-15
EDU-019478,CH-002435,12,numeracy_demo,0.7461,2018-03-16,observed,2026-07-15
EDU-019479,CH-002435,14,literacy_demo,1.2271,2020-03-12,observed,2026-07-15
EDU-019480,CH-002435,14,numeracy_demo,,2020-02-13,missing_demo,2026-07-15
EDU-019481,CH-002436,8,literacy_demo,-0.0171,2008-12-21,observed,2026-07-15
EDU-019482,CH-002436,8,numeracy_demo,0.0658,2009-01-21,observed,2026-07-15
EDU-019483,CH-002436,10,literacy_demo,1.3106,2011-01-25,observed,2026-07-15
EDU-019484,CH-002436,10,numeracy_demo,0.4273,2011-01-03,observed,2026-07-15
EDU-019485,CH-002436,12,literacy_demo,0.065,2013-03-04,observed,2026-07-15
EDU-019486,CH-002436,12,numeracy_demo,0.691,2013-02-28,observed,2026-07-15
EDU-019487,CH-002436,14,literacy_demo,1.2193,2015-01-13,observed,2026-07-15
EDU-019488,CH-002436,14,numeracy_demo,0.8635,2014-12-21,observed,2026-07-15
EDU-019489,CH-002437,8,literacy_demo,-1.6939,2006-07-02,observed,2026-07-15
EDU-019490,CH-002437,8,numeracy_demo,-0.6131,2006-07-31,observed,2026-07-15
EDU-019491,CH-002437,10,literacy_demo,,2008-07-11,missing_demo,2026-07-15
EDU-019492,CH-002437,10,numeracy_demo,-1.1057,2008-09-12,observed,2026-07-15
EDU-019493,CH-002437,12,literacy_demo,-1.2899,2010-08-18,observed,2026-07-15
EDU-019494,CH-002437,12,numeracy_demo,-1.3337,2010-07-12,observed,2026-07-15
EDU-019495,CH-002437,14,literacy_demo,-1.7684,2012-08-23,observed,2026-07-15
EDU-019496,CH-002437,14,numeracy_demo,-1.8552,2012-07-27,observed,2026-07-15
EDU-019497,CH-002438,8,literacy_demo,0.6061,2009-04-14,observed,2026-07-15
EDU-019498,CH-002438,8,numeracy_demo,0.4216,2009-04-08,observed,2026-07-15
EDU-019499,CH-002438,10,literacy_demo,0.0821,2011-06-10,observed,2026-07-15
EDU-019500,CH-002438,10,numeracy_demo,0.8192,2011-05-01,observed,2026-07-15
EDU-019501,CH-002438,12,literacy_demo,0.0779,2013-05-19,observed,2026-07-15
EDU-019502,CH-002438,12,numeracy_demo,-0.0755,2013-06-22,observed,2026-07-15
EDU-019503,CH-002438,14,literacy_demo,0.2519,2015-05-24,observed,2026-07-15
EDU-019504,CH-002438,14,numeracy_demo,0.0335,2015-05-15,observed,2026-07-15
EDU-019505,CH-002439,8,literacy_demo,-2.1588,2011-03-10,observed,2026-07-15
EDU-019506,CH-002439,8,numeracy_demo,-0.5283,2011-01-02,observed,2026-07-15
EDU-019507,CH-002439,10,literacy_demo,-1.5889,2013-02-22,observed,2026-07-15
EDU-019508,CH-002439,10,numeracy_demo,-0.9649,2012-12-15,observed,2026-07-15
EDU-019509,CH-002439,12,literacy_demo,-2.2076,2015-02-09,observed,2026-07-15
EDU-019510,CH-002439,12,numeracy_demo,,2015-03-06,missing_demo,2026-07-15
EDU-019511,CH-002439,14,literacy_demo,-2.3845,2017-02-26,observed,2026-07-15
EDU-019512,CH-002439,14,numeracy_demo,,2017-01-27,missing_demo,2026-07-15
EDU-019513,CH-002440,8,literacy_demo,0.4432,2015-01-24,observed,2026-07-15
EDU-019514,CH-002440,8,numeracy_demo,1.2197,2015-04-03,observed,2026-07-15
EDU-019515,CH-002440,10,literacy_demo,0.7066,2017-02-26,observed,2026-07-15
EDU-019516,CH-002440,10,numeracy_demo,0.5987,2017-02-03,observed,2026-07-15
EDU-019517,CH-002440,12,literacy_demo,1.0459,2019-02-16,observed,2026-07-15
EDU-019518,CH-002440,12,numeracy_demo,-0.1631,2019-03-17,observed,2026-07-15
EDU-019519,CH-002440,14,literacy_demo,,2021-01-22,missing_demo,2026-07-15
EDU-019520,CH-002440,14,numeracy_demo,0.386,2021-03-26,observed,2026-07-15
EDU-019521,CH-002441,8,literacy_demo,0.6029,2017-01-07,observed,2026-07-15
EDU-019522,CH-002441,8,numeracy_demo,0.339,2016-12-22,observed,2026-07-15
EDU-019523,CH-002441,10,literacy_demo,0.5833,2019-02-16,observed,2026-07-15
EDU-019524,CH-002441,10,numeracy_demo,0.222,2019-01-15,observed,2026-07-15
EDU-019525,CH-002441,12,literacy_demo,0.5409,2021-02-12,observed,2026-07-15
EDU-019526,CH-002441,12,numeracy_demo,0.8368,2020-12-25,observed,2026-07-15
EDU-019527,CH-002441,14,literacy_demo,0.4933,2023-01-28,observed,2026-07-15
EDU-019528,CH-002441,14,numeracy_demo,1.4958,2023-02-24,observed,2026-07-15
EDU-019529,CH-002442,8,literacy_demo,0.7668,2009-07-02,observed,2026-07-15
EDU-019530,CH-002442,8,numeracy_demo,0.6433,2009-06-16,observed,2026-07-15
EDU-019531,CH-002442,10,literacy_demo,0.985,2011-07-25,observed,2026-07-15
EDU-019532,CH-002442,10,numeracy_demo,1.9717,2011-05-22,observed,2026-07-15
EDU-019533,CH-002442,12,literacy_demo,1.4932,2013-05-14,observed,2026-07-15
EDU-019534,CH-002442,12,numeracy_demo,1.0358,2013-07-18,observed,2026-07-15
EDU-019535,CH-002442,14,literacy_demo,1.7701,2015-07-06,observed,2026-07-15
EDU-019536,CH-002442,14,numeracy_demo,1.7479,2015-07-24,observed,2026-07-15
EDU-019537,CH-002443,8,literacy_demo,-0.6983,2008-07-17,observed,2026-07-15
EDU-019538,CH-002443,8,numeracy_demo,-0.7942,2008-08-29,observed,2026-07-15
EDU-019539,CH-002443,10,literacy_demo,-0.4143,2010-07-17,observed,2026-07-15
EDU-019540,CH-002443,10,numeracy_demo,-1.0278,2010-10-06,observed,2026-07-15
EDU-019541,CH-002443,12,literacy_demo,0.1374,2012-07-25,observed,2026-07-15
EDU-019542,CH-002443,12,numeracy_demo,-0.5813,2012-09-20,observed,2026-07-15
EDU-019543,CH-002443,14,literacy_demo,-0.5543,2014-07-14,observed,2026-07-15
EDU-019544,CH-002443,14,numeracy_demo,-0.9319,2014-09-02,observed,2026-07-15
EDU-019545,CH-002444,8,literacy_demo,0.0584,2011-04-22,observed,2026-07-15
EDU-019546,CH-002444,8,numeracy_demo,-0.0969,2011-04-16,observed,2026-07-15
EDU-019547,CH-002444,10,literacy_demo,-0.077,2013-03-13,observed,2026-07-15
EDU-019548,CH-002444,10,numeracy_demo,0.2346,2013-03-27,observed,2026-07-15
EDU-019549,CH-002444,12,literacy_demo,0.898,2015-04-07,observed,2026-07-15
EDU-019550,CH-002444,12,numeracy_demo,0.8778,2015-05-14,observed,2026-07-15
EDU-019551,CH-002444,14,literacy_demo,-0.5076,2017-05-24,observed,2026-07-15
EDU-019552,CH-002444,14,numeracy_demo,0.6169,2017-05-05,observed,2026-07-15
EDU-019553,CH-002445,8,literacy_demo,0.0931,2009-02-21,observed,2026-07-15
EDU-019554,CH-002445,8,numeracy_demo,0.0921,2009-01-09,observed,2026-07-15
EDU-019555,CH-002445,10,literacy_demo,-0.5814,2011-01-03,observed,2026-07-15
EDU-019556,CH-002445,10,numeracy_demo,0.3648,2011-02-05,observed,2026-07-15
EDU-019557,CH-002445,12,literacy_demo,-0.7389,2012-12-31,observed,2026-07-15
EDU-019558,CH-002445,12,numeracy_demo,0.201,2013-01-08,observed,2026-07-15
EDU-019559,CH-002445,14,literacy_demo,-1.023,2015-02-26,observed,2026-07-15
EDU-019560,CH-002445,14,numeracy_demo,,2015-02-23,missing_demo,2026-07-15
EDU-019561,CH-002446,8,literacy_demo,0.1161,2008-01-15,observed,2026-07-15
EDU-019562,CH-002446,8,numeracy_demo,0.6674,2008-02-24,observed,2026-07-15
EDU-019563,CH-002446,10,literacy_demo,-0.9266,2010-03-06,observed,2026-07-15
EDU-019564,CH-002446,10,numeracy_demo,0.1107,2010-01-02,observed,2026-07-15
EDU-019565,CH-002446,12,literacy_demo,0.4463,2012-02-19,observed,2026-07-15
EDU-019566,CH-002446,12,numeracy_demo,0.1631,2012-02-25,observed,2026-07-15
EDU-019567,CH-002446,14,literacy_demo,1.4315,2014-01-31,observed,2026-07-15
EDU-019568,CH-002446,14,numeracy_demo,0.3684,2013-12-14,observed,2026-07-15
EDU-019569,CH-002447,8,literacy_demo,1.3423,2010-03-31,observed,2026-07-15
EDU-019570,CH-002447,8,numeracy_demo,1.1657,2010-04-06,observed,2026-07-15
EDU-019571,CH-002447,10,literacy_demo,1.0605,2012-03-24,observed,2026-07-15
EDU-019572,CH-002447,10,numeracy_demo,1.5592,2012-02-07,observed,2026-07-15
EDU-019573,CH-002447,12,literacy_demo,1.6744,2014-04-23,observed,2026-07-15
EDU-019574,CH-002447,12,numeracy_demo,1.3903,2014-04-13,observed,2026-07-15
EDU-019575,CH-002447,14,literacy_demo,1.5939,2016-05-01,observed,2026-07-15
EDU-019576,CH-002447,14,numeracy_demo,1.2995,2016-03-05,observed,2026-07-15
EDU-019577,CH-002448,8,literacy_demo,2.1034,2011-12-24,observed,2026-07-15
EDU-019578,CH-002448,8,numeracy_demo,1.6692,2012-01-14,observed,2026-07-15
EDU-019579,CH-002448,10,literacy_demo,1.8029,2014-01-29,observed,2026-07-15
EDU-019580,CH-002448,10,numeracy_demo,2.1879,2013-11-18,observed,2026-07-15
EDU-019581,CH-002448,12,literacy_demo,0.725,2016-01-24,observed,2026-07-15
EDU-019582,CH-002448,12,numeracy_demo,1.4837,2016-02-13,observed,2026-07-15
EDU-019583,CH-002448,14,literacy_demo,0.508,2017-12-12,observed,2026-07-15
EDU-019584,CH-002448,14,numeracy_demo,1.5037,2018-01-20,observed,2026-07-15
EDU-019585,CH-002449,8,literacy_demo,-0.5133,2012-02-09,observed,2026-07-15
EDU-019586,CH-002449,8,numeracy_demo,-0.3497,2012-01-28,observed,2026-07-15
EDU-019587,CH-002449,10,literacy_demo,,2014-01-30,missing_demo,2026-07-15
EDU-019588,CH-002449,10,numeracy_demo,-0.1414,2014-01-01,observed,2026-07-15
EDU-019589,CH-002449,12,literacy_demo,-0.2238,2016-02-07,observed,2026-07-15
EDU-019590,CH-002449,12,numeracy_demo,0.3121,2015-11-25,observed,2026-07-15
EDU-019591,CH-002449,14,literacy_demo,0.1652,2018-01-17,observed,2026-07-15
EDU-019592,CH-002449,14,numeracy_demo,,2017-12-28,missing_demo,2026-07-15
